time,wx (rad/s),wy (rad/s),wz (rad/s)
34.572001,-0.02,0.04,-0.01
34.575231,-0.01,-0.01,0.00
34.576274,0.01,-0.01,-0.02
34.579082,-0.01,0.03,-0.01
34.580276,-0.02,-0.00,-0.00
34.583154,0.02,-0.07,0.00
34.584146,0.01,0.00,-0.00
34.587034,-0.04,0.05,0.01
34.588168,0.01,-0.01,0.00
34.591124,-0.02,0.01,-0.01
34.592262,-0.03,-0.01,0.01
34.595069,0.01,-0.05,-0.01
34.596128,-0.02,0.03,0.00
34.599134,-0.03,0.04,0.01
34.600264,-0.01,0.01,0.00
34.602944,-0.01,-0.01,-0.01
34.604017,-0.01,-0.01,-0.02
34.607075,-0.00,-0.03,-0.00
34.608136,0.01,-0.03,0.02
34.611030,-0.02,0.06,0.01
34.612132,-0.02,0.04,0.00
34.614982,-0.01,-0.00,-0.01
34.616128,0.00,-0.05,-0.00
34.618970,0.00,-0.03,-0.01
34.620133,-0.01,0.05,0.00
34.625103,-0.02,0.02,0.00
34.625483,0.00,-0.04,-0.01
34.627297,-0.00,-0.03,-0.01
34.628204,-0.01,-0.02,0.00
34.631105,0.00,-0.00,0.00
34.632404,-0.00,0.00,-0.00
34.635131,-0.01,-0.02,0.01
34.636226,0.01,-0.01,-0.00
34.639054,-0.02,0.04,-0.00
34.640380,-0.02,-0.00,0.00
34.643498,0.01,-0.05,-0.01
34.644627,-0.01,-0.01,0.00
34.647143,-0.02,0.02,0.00
34.648320,-0.01,-0.02,0.00
34.651040,0.01,0.00,0.00
34.652283,-0.01,0.03,-0.01
34.655035,-0.01,-0.03,-0.00
34.658046,0.01,-0.04,-0.00
34.659292,-0.02,0.03,0.00
34.660865,-0.03,0.00,0.01
34.662995,0.02,-0.04,0.01
34.664299,-0.01,-0.00,-0.01
34.667134,-0.02,0.01,-0.01
34.668199,-0.00,-0.02,0.00
34.671274,0.01,0.00,-0.01
34.672418,-0.03,0.04,0.00
34.675259,-0.02,0.01,-0.00
34.676332,0.00,-0.07,-0.01
34.679397,-0.01,-0.02,0.00
34.680449,-0.01,-0.01,0.00
34.683083,-0.00,0.01,0.01
34.684294,-0.01,-0.01,-0.01
34.687151,-0.01,0.00,-0.02
34.688268,-0.01,0.00,-0.01
34.691450,-0.01,0.01,-0.01
34.694046,-0.01,-0.01,0.00
34.695226,-0.00,-0.05,-0.01
34.696504,0.00,-0.03,0.00
34.699401,-0.01,0.01,0.00
34.700442,-0.00,0.01,0.01
34.703176,-0.01,0.00,-0.01
34.704251,-0.00,-0.02,-0.01
34.709404,-0.01,-0.01,-0.00
34.709776,0.00,-0.04,0.01
34.711304,0.01,-0.02,0.01
34.712410,-0.03,0.03,0.00
34.715516,-0.02,0.00,0.00
34.716630,0.01,-0.03,-0.01
34.719398,-0.02,0.01,-0.01
34.720516,-0.01,-0.02,0.00
34.723363,0.00,-0.04,-0.00
34.724534,-0.01,-0.02,0.01
34.727299,-0.01,0.01,0.00
34.728463,0.00,0.01,0.01
34.731222,-0.02,-0.03,-0.00
34.732368,0.01,-0.02,-0.01
34.735234,-0.01,-0.00,-0.00
34.736436,-0.01,0.00,-0.00
34.739977,-0.01,0.01,-0.01
34.740641,-0.01,-0.03,0.01
34.743389,-0.01,-0.03,-0.01
34.744503,0.00,-0.03,-0.01
34.747293,-0.01,-0.01,-0.00
34.748434,-0.00,-0.01,0.00
34.751195,-0.00,-0.02,0.00
34.752428,-0.01,0.01,-0.01
34.755657,-0.02,0.00,-0.02
34.756750,-0.01,-0.03,-0.00
34.759675,-0.00,-0.02,-0.01
34.760540,-0.01,-0.01,-0.01
34.763299,-0.01,-0.02,0.00
34.764471,0.00,-0.02,-0.01
34.767371,-0.01,-0.01,0.00
34.768390,0.00,-0.04,-0.01
34.771342,0.00,-0.03,-0.02
34.774568,-0.02,0.01,-0.00
34.775330,0.00,0.01,-0.00
34.776896,-0.01,-0.01,-0.01
34.779467,-0.01,-0.02,-0.00
34.780557,-0.01,-0.02,-0.02
34.783837,-0.01,-0.01,-0.01
34.784495,-0.00,-0.04,-0.00
34.787387,-0.01,0.01,-0.01
34.788489,-0.03,0.02,-0.00
34.791473,-0.01,-0.01,-0.01
34.792580,0.00,-0.07,-0.01
34.795431,-0.01,0.00,-0.01
34.796609,-0.02,0.01,-0.00
34.799424,-0.00,-0.01,0.00
34.800602,-0.00,-0.01,-0.02
34.803623,-0.02,-0.01,-0.01
34.804565,-0.02,-0.03,-0.01
34.807793,0.01,-0.03,-0.00
34.808646,-0.02,0.03,-0.01
34.811588,-0.01,0.03,-0.00
34.812651,0.00,-0.08,0.00
34.815460,0.01,-0.02,-0.01
34.816621,-0.01,0.04,-0.01
34.819546,-0.02,-0.01,-0.00
34.820737,0.01,-0.05,-0.00
34.825690,-0.02,-0.01,-0.00
34.826061,-0.00,0.00,-0.02
34.827542,-0.02,0.01,0.01
34.828541,-0.01,-0.03,-0.01
34.831431,-0.00,-0.02,-0.01
34.832784,-0.02,0.01,-0.01
34.835568,-0.01,-0.03,-0.01
34.836624,0.01,-0.01,0.01
34.840025,-0.01,0.02,0.01
34.840820,-0.01,-0.02,0.00
34.843425,0.01,-0.02,-0.01
34.844741,-0.01,-0.00,-0.01
34.847682,-0.01,-0.02,0.00
34.848549,0.00,-0.00,0.01
34.851489,-0.02,0.04,0.00
34.852572,-0.01,-0.03,0.01
34.855460,0.01,-0.05,-0.00
34.856936,-0.02,0.05,-0.00
34.859637,-0.02,0.04,-0.00
34.860743,0.00,-0.05,-0.01
34.863600,0.00,-0.04,-0.01
34.864606,-0.01,-0.01,0.00
34.867559,-0.01,-0.01,0.01
34.868668,0.00,-0.01,-0.01
34.871571,-0.01,0.01,0.00
34.874468,-0.02,0.01,-0.00
34.875494,-0.00,-0.03,-0.01
34.877269,-0.00,-0.03,-0.01
34.879767,-0.00,-0.01,0.00
34.880725,-0.01,-0.01,0.01
34.883513,0.01,-0.04,0.00
34.884616,-0.01,0.03,-0.00
34.887407,-0.03,0.05,-0.01
34.888567,-0.02,-0.02,0.00
34.891998,0.01,-0.06,-0.01
34.892860,0.00,-0.03,0.01
34.895698,-0.02,0.04,0.01
34.896856,-0.01,-0.01,0.02
34.899570,-0.00,-0.03,0.00
34.901039,-0.01,0.00,-0.01
34.903769,-0.01,-0.03,0.00
34.904740,-0.00,0.01,-0.01
34.909289,-0.01,0.03,0.01
34.909662,-0.00,-0.03,0.00
34.911637,0.00,-0.01,0.01
34.912846,-0.03,0.03,-0.00
34.915851,-0.01,0.01,-0.00
34.916822,-0.00,-0.02,0.01
34.919765,-0.01,0.01,-0.02
34.920837,-0.03,-0.01,-0.00
34.923672,0.01,-0.04,0.01
34.924943,-0.02,-0.00,0.00
34.927745,-0.02,0.00,0.02
34.928836,-0.01,0.01,-0.01
34.931942,-0.02,-0.01,-0.01
34.933032,-0.00,-0.03,-0.02
34.935858,0.00,-0.01,-0.02
34.936768,-0.02,-0.01,-0.01
34.940170,-0.00,-0.01,0.00
34.941024,-0.02,-0.01,-0.01
34.943719,0.00,-0.03,-0.00
34.945023,-0.01,0.02,-0.01
34.947801,-0.02,0.03,-0.02
34.949034,-0.01,-0.02,0.01
34.951806,0.01,-0.04,-0.01
34.952844,-0.04,0.02,-0.00
34.955776,-0.02,0.00,0.02
34.957839,0.01,-0.03,0.00
34.959919,-0.02,0.03,-0.01
34.961055,-0.03,0.01,-0.01
34.964045,-0.00,-0.02,-0.00
34.965047,-0.01,0.02,-0.01
34.967637,-0.02,0.01,-0.01
34.968816,-0.01,-0.02,-0.00
34.971964,0.01,-0.02,-0.00
34.973820,-0.02,0.01,-0.01
34.975857,-0.00,-0.02,-0.01
34.977051,-0.01,-0.02,-0.01
34.980183,-0.01,-0.04,-0.01
34.981054,0.00,-0.04,-0.01
34.983775,-0.00,0.01,-0.00
34.984849,-0.02,0.01,-0.01
34.987757,0.00,-0.03,-0.01
34.989023,-0.00,-0.02,-0.02
34.991854,-0.01,-0.02,-0.01
34.993214,0.00,-0.03,0.00
34.995868,-0.00,-0.03,0.00
34.997032,-0.01,-0.02,-0.01
34.999856,-0.00,0.01,-0.01
35.001091,-0.02,0.00,-0.01
35.003836,-0.01,-0.03,-0.00
35.004892,0.00,-0.01,-0.01
35.008720,-0.03,0.03,-0.01
35.008939,-0.03,0.01,-0.00
35.011821,0.01,-0.09,-0.01
35.013380,-0.01,-0.02,-0.01
35.015875,-0.02,0.00,-0.01
35.017031,-0.00,-0.00,0.00
35.019912,-0.00,0.01,-0.01
35.021095,-0.02,-0.01,-0.02
35.025478,-0.01,-0.05,-0.00
35.025854,0.00,-0.01,-0.01
35.027918,-0.02,0.03,-0.00
35.028950,-0.02,0.00,0.00
35.031965,0.00,-0.04,-0.01
35.033096,-0.01,-0.02,-0.01
35.035825,0.00,0.00,-0.02
35.037021,-0.01,0.03,-0.01
35.041107,-0.02,-0.03,0.00
35.041481,0.01,-0.05,-0.01
35.043968,-0.00,-0.01,-0.02
35.045099,-0.02,0.00,-0.00
35.047924,0.02,-0.06,0.00
35.049032,-0.01,0.03,-0.02
35.051822,-0.03,0.05,-0.01
35.053070,-0.01,-0.04,-0.01
35.055948,0.02,-0.05,-0.00
35.057987,-0.01,0.02,-0.01
35.059928,-0.03,0.03,0.00
35.061166,0.01,-0.07,0.01
35.064301,0.01,-0.04,-0.01
35.065313,-0.03,0.06,0.00
35.068008,-0.00,-0.05,-0.00
35.069069,0.02,-0.04,0.01
35.071873,-0.02,0.02,0.00
35.073449,-0.03,0.05,-0.00
35.077071,0.01,-0.06,0.01
35.077264,0.01,-0.05,-0.00
35.080302,-0.02,0.02,-0.01
35.081177,-0.00,-0.01,0.00
35.084440,-0.01,-0.01,0.00
35.085047,-0.02,0.01,0.00
35.087865,-0.01,-0.01,-0.01
35.089926,-0.00,-0.01,-0.00
35.091988,-0.02,-0.03,-0.00
35.093254,0.00,-0.00,0.00
35.096121,-0.01,0.02,0.00
35.097305,-0.02,0.03,-0.00
35.100003,-0.01,-0.04,-0.01
35.101192,-0.00,-0.03,-0.00
35.103841,-0.02,-0.01,-0.00
35.105249,0.00,-0.00,-0.01
35.108158,-0.02,0.02,0.01
35.109250,-0.01,0.01,-0.01
35.112244,-0.00,-0.01,-0.01
35.113261,-0.01,-0.01,-0.01
35.116001,-0.01,-0.03,-0.00
35.117161,-0.00,-0.02,0.02
35.120039,-0.02,0.01,0.00
35.121204,-0.01,-0.01,0.01
35.125434,-0.01,0.01,0.00
35.125797,-0.01,0.03,-0.01
35.128052,-0.02,0.00,-0.00
35.129346,0.00,-0.04,-0.00
35.132190,0.00,-0.03,0.01
35.133341,-0.02,0.04,0.00
35.136042,-0.01,-0.04,0.01
35.137252,0.01,-0.02,-0.00
35.141107,-0.01,0.03,-0.01
35.142454,-0.01,0.00,0.01
35.144125,0.00,-0.03,-0.00
35.145586,-0.00,-0.01,0.00
35.148007,-0.01,0.01,-0.00
35.149228,0.00,-0.00,0.01
35.151988,-0.01,0.00,0.00
35.153227,-0.02,0.02,-0.00
35.156649,-0.01,-0.02,-0.01
35.157378,-0.00,-0.04,0.00
35.160156,-0.00,-0.03,-0.00
35.161379,-0.01,0.03,0.01
35.164213,-0.01,0.00,0.01
35.165415,-0.00,0.00,-0.01
35.168061,-0.01,-0.02,-0.03
35.169297,-0.00,-0.03,-0.01
35.171934,0.00,0.02,-0.01
35.173506,-0.02,0.04,-0.00
35.176153,-0.01,-0.05,-0.00
35.177365,0.02,-0.03,-0.01
35.180330,-0.02,0.01,-0.01
35.181348,-0.01,-0.01,0.01
35.184051,0.01,0.01,-0.00
35.185303,-0.03,0.02,0.00
35.188012,-0.02,-0.04,0.00
35.190017,0.02,-0.02,-0.00
35.192159,-0.03,0.02,0.00
35.193417,-0.01,-0.01,0.00
35.196207,0.01,-0.04,0.00
35.197377,-0.02,0.03,-0.00
35.200344,-0.00,0.00,-0.01
35.201319,0.00,-0.02,-0.02
35.203932,-0.01,-0.00,-0.00
35.205316,0.01,-0.03,0.00
35.209279,0.00,0.00,-0.00
35.209535,-0.01,0.02,-0.01
35.212426,0.00,-0.03,-0.00
35.213504,0.00,-0.04,-0.01
35.216261,0.00,-0.01,-0.02
35.217395,-0.01,0.01,-0.01
35.220186,-0.00,0.00,-0.00
35.221444,-0.01,-0.00,0.00
35.225685,-0.00,-0.02,-0.01
35.226059,-0.01,0.01,-0.02
35.228150,-0.01,-0.00,-0.01
35.229385,0.00,-0.05,0.00
35.232342,0.01,0.00,-0.01
35.233670,-0.02,0.02,-0.00
35.236278,-0.02,-0.01,-0.00
35.237515,0.01,-0.03,-0.00
35.240416,-0.02,0.06,-0.01
35.241480,-0.03,0.04,0.00
35.244489,0.00,-0.05,-0.01
35.245407,-0.00,-0.02,-0.01
35.248268,-0.01,-0.01,-0.01
35.249534,0.00,-0.01,-0.00
35.252209,-0.01,0.02,0.00
35.253465,-0.01,-0.03,-0.00
35.256696,-0.00,-0.02,-0.01
35.257521,-0.01,0.02,-0.00
35.260334,-0.01,-0.00,0.00
35.261482,0.00,-0.02,-0.01
35.265261,-0.01,-0.01,0.00
35.265437,-0.00,-0.04,0.00
35.268267,-0.00,0.03,-0.01
35.269517,-0.02,0.02,-0.00
35.272118,-0.00,-0.03,-0.00
35.274564,-0.00,0.00,-0.00
35.276327,-0.02,0.01,-0.00
35.277449,0.01,-0.05,0.01
35.280419,-0.01,0.03,0.00
35.281511,-0.02,-0.01,0.00
35.284125,0.01,-0.04,0.00
35.285414,-0.00,0.01,-0.01
35.288459,-0.03,0.01,-0.01
35.290136,-0.01,-0.04,0.00
35.292380,0.01,-0.04,0.00
35.294383,-0.03,0.02,-0.01
35.296402,-0.01,0.01,0.00
35.297525,-0.00,-0.01,0.01
35.300309,-0.01,0.01,-0.01
35.301433,-0.00,-0.02,-0.01
35.304261,-0.00,-0.02,-0.00
35.305482,-0.02,-0.01,0.00
35.308427,-0.00,0.00,0.01
35.310754,-0.00,0.01,0.00
35.312358,-0.01,0.01,0.00
35.313573,-0.01,-0.01,0.00
35.316429,-0.00,-0.01,-0.00
35.317458,-0.00,0.01,0.01
35.320408,-0.02,0.04,-0.00
35.321505,0.00,-0.03,0.00
35.325114,0.00,-0.02,-0.01
35.327011,-0.02,0.00,0.00
35.328285,0.01,-0.01,0.00
35.329626,-0.00,-0.00,0.00
35.332727,-0.02,0.02,0.00
35.333787,-0.01,-0.01,-0.01
35.336694,-0.00,-0.02,0.01
35.337604,-0.01,-0.01,-0.00
35.341114,-0.00,0.02,0.01
35.341706,-0.01,0.00,0.00
35.344452,-0.01,-0.03,0.00
35.345547,-0.00,-0.03,-0.01
35.348542,-0.02,0.03,-0.00
35.349688,-0.01,-0.01,0.00
35.352298,0.00,-0.01,-0.00
35.353508,-0.01,0.01,-0.01
35.356657,-0.01,-0.01,0.01
35.357662,-0.01,-0.01,0.00
35.360697,-0.00,-0.01,0.01
35.361821,-0.01,0.01,0.01
35.364384,-0.00,0.01,-0.00
35.365748,-0.01,0.00,0.00
35.368431,0.00,-0.01,-0.00
35.369533,-0.01,0.00,0.00
35.373505,-0.01,-0.00,0.01
35.373876,-0.00,0.00,0.01
35.376747,-0.01,0.01,0.01
35.377659,-0.01,-0.01,-0.00
35.380565,0.00,-0.03,-0.01
35.381729,-0.01,0.03,0.00
35.384342,-0.01,0.01,0.01
35.385587,-0.01,0.01,0.00
35.388390,-0.01,-0.00,-0.01
35.391198,-0.00,-0.05,-0.00
35.392549,0.00,-0.03,0.00
35.393683,-0.01,0.04,-0.01
35.396499,-0.01,0.01,-0.00
35.397677,0.00,-0.04,-0.01
35.400558,-0.00,-0.03,-0.01
35.401734,-0.01,0.01,0.00
35.404622,-0.00,0.00,0.00
35.405859,-0.00,0.00,-0.00
35.409074,-0.00,-0.02,0.01
35.409649,-0.01,0.03,-0.01
35.412671,-0.02,0.05,-0.01
35.413889,-0.00,-0.05,-0.00
35.416691,0.01,-0.01,-0.00
35.417724,-0.03,0.03,0.01
35.420716,-0.01,-0.00,0.00
35.421689,0.01,-0.01,0.00
35.425164,-0.02,0.00,-0.01
35.425733,-0.01,-0.02,-0.01
35.428769,0.00,0.01,0.01
35.429671,-0.01,0.04,0.00
35.432593,-0.01,0.00,-0.00
35.434654,-0.00,-0.04,-0.00
35.436583,0.00,-0.02,-0.01
35.437673,-0.02,0.05,0.01
35.440749,-0.01,0.03,-0.00
35.442585,0.00,-0.03,-0.00
35.444638,0.00,-0.02,-0.01
35.445722,-0.01,0.00,-0.00
35.448575,-0.02,0.01,0.01
35.449863,0.01,-0.01,0.00
35.452461,-0.02,0.06,-0.00
35.454014,-0.03,0.03,0.00
35.456771,0.02,-0.08,-0.02
35.457789,-0.01,0.01,-0.00
35.460646,-0.02,-0.00,0.01
35.465142,0.00,-0.04,0.00
35.465339,0.01,0.00,-0.00
35.465745,-0.03,0.05,-0.01
35.468534,-0.02,-0.02,-0.00
35.469712,0.02,-0.04,0.00
35.472680,-0.02,0.03,-0.01
35.474534,-0.02,0.00,0.01
35.476579,0.02,-0.06,0.02
35.477893,-0.01,0.01,-0.00
35.480721,-0.01,0.05,-0.01
35.481822,-0.01,0.01,0.00
35.484564,0.00,-0.02,-0.01
35.485724,-0.01,-0.01,-0.00
35.488580,-0.01,-0.01,0.00
35.491355,-0.01,-0.01,0.01
35.493967,-0.01,0.00,0.02
35.494142,-0.00,0.02,-0.01
35.496762,-0.00,0.01,-0.01
35.497865,-0.02,-0.01,-0.00
35.500622,-0.00,-0.03,-0.00
35.501777,0.01,-0.02,-0.00
35.505385,-0.02,0.02,0.02
35.507746,-0.00,-0.03,-0.00
35.509211,0.01,-0.03,-0.01
35.509955,-0.01,-0.02,-0.00
35.513074,-0.00,0.01,-0.00
35.514044,-0.02,0.04,-0.01
35.516764,-0.01,-0.01,0.00
35.517937,0.00,-0.04,-0.02
35.520858,-0.02,0.01,0.00
35.521942,-0.02,-0.01,0.00
35.524910,0.02,-0.03,-0.01
35.526819,-0.03,0.02,0.00
35.528864,0.00,-0.03,0.00
35.529935,0.01,-0.02,-0.01
35.532609,-0.02,0.02,0.00
35.533829,-0.00,-0.03,-0.00
35.536707,0.01,-0.03,0.01
35.537822,-0.01,0.00,0.00
35.542080,-0.00,-0.00,-0.00
35.542447,-0.00,0.01,-0.01
35.544709,-0.01,0.00,-0.01
35.545954,0.00,-0.04,-0.01
35.548939,-0.01,0.03,0.00
35.549962,-0.03,0.04,0.01
35.553557,-0.00,-0.03,-0.00
35.553847,-0.00,-0.03,-0.01
35.556826,-0.01,-0.01,-0.00
35.557993,-0.00,0.03,0.00
35.560924,-0.01,0.02,0.01
35.562063,-0.00,-0.03,-0.01
35.565013,0.01,-0.02,-0.01
35.566005,-0.02,0.04,0.00
35.568732,-0.01,-0.03,-0.00
35.569916,0.01,-0.05,-0.00
35.574479,-0.00,0.02,0.01
35.574843,-0.01,0.03,0.00
35.577068,-0.00,-0.00,0.00
35.578028,0.00,-0.04,-0.02
35.580898,-0.00,-0.02,0.00
35.582125,0.00,0.03,-0.00
35.584899,-0.01,0.05,0.01
35.586042,-0.01,-0.01,-0.00
35.588820,0.00,-0.02,-0.01
35.590277,-0.02,-0.01,-0.01
35.592929,0.00,-0.01,-0.00
35.594308,-0.01,0.02,0.02
35.597254,-0.00,-0.01,-0.01
35.598120,0.00,-0.01,-0.01
35.600814,-0.01,0.00,-0.00
35.602028,0.00,-0.02,0.00
35.604798,0.00,-0.01,0.00
35.606670,-0.01,0.01,0.01
35.609012,-0.00,0.00,-0.01
35.610059,-0.00,0.01,-0.00
35.613082,-0.00,-0.02,-0.00
35.614115,-0.00,-0.01,-0.01
35.617072,-0.01,0.01,0.01
35.618147,-0.01,0.02,0.01
35.620921,-0.01,-0.01,0.01
35.622142,-0.01,-0.03,-0.00
35.625205,0.00,-0.01,-0.01
35.626155,-0.01,0.00,0.00
35.629218,0.00,0.01,0.01
35.630249,-0.01,0.03,-0.01
35.633215,-0.02,0.03,-0.01
35.634117,-0.00,-0.04,-0.01
35.636817,0.00,-0.04,0.00
35.638018,-0.01,0.01,-0.01
35.641977,-0.01,0.01,0.02
35.642361,0.01,-0.00,-0.00
35.645075,-0.01,0.01,-0.00
35.646073,-0.01,-0.01,-0.01
35.649070,0.02,-0.01,-0.01
35.650150,-0.02,0.04,0.00
35.653053,-0.02,0.00,0.00
35.654113,0.02,-0.06,0.00
35.656934,-0.01,0.01,-0.01
35.659019,-0.01,0.01,-0.00
35.661083,0.00,-0.00,0.00
35.662186,-0.01,0.02,0.00
35.665047,-0.01,-0.01,-0.01
35.666112,-0.00,-0.01,-0.01
35.668826,-0.01,-0.01,0.01
35.670061,0.01,-0.02,-0.00
35.673546,-0.01,-0.00,0.01
35.674257,-0.01,-0.01,-0.00
35.677046,-0.01,0.02,-0.00
35.678211,-0.01,-0.02,0.00
35.681111,-0.00,-0.00,-0.01
35.682217,-0.01,0.00,-0.00
35.685271,-0.00,-0.03,0.01
35.686164,0.00,-0.02,0.00
35.688925,-0.01,0.03,0.01
35.690213,-0.01,-0.00,-0.01
35.693300,0.01,-0.05,0.00
35.694308,0.00,-0.04,0.00
35.697084,-0.02,0.04,0.01
35.698186,0.00,0.02,0.00
35.701078,0.00,-0.01,0.00
35.702237,-0.01,-0.00,-0.02
35.705057,0.00,-0.01,-0.00
35.706733,-0.00,-0.00,-0.01
35.709105,-0.01,-0.00,0.00
35.710266,-0.00,-0.02,0.01
35.713088,0.01,-0.04,-0.00
35.714329,0.00,-0.01,-0.00
35.717283,-0.02,0.06,0.01
35.718307,-0.00,-0.00,-0.00
35.721272,0.00,-0.02,-0.01
35.722463,-0.01,-0.01,-0.01
35.725173,-0.01,-0.02,-0.00
35.726283,0.01,-0.02,0.00
35.729439,-0.01,0.02,0.00
35.730256,-0.00,0.00,-0.01
35.733177,0.00,-0.02,0.00
35.734251,-0.01,0.00,-0.01
35.737061,-0.01,0.00,0.00
35.738291,-0.00,-0.01,0.01
35.741840,0.00,-0.01,0.00
35.742534,-0.00,-0.00,0.01
35.745848,-0.01,0.02,-0.00
35.746297,-0.00,-0.03,-0.01
35.749234,0.00,-0.03,-0.01
35.750391,-0.00,0.01,-0.00
35.753271,-0.01,-0.02,-0.00
35.754357,0.00,-0.03,0.01
35.757254,0.00,0.01,-0.00
35.758383,-0.02,0.04,-0.00
35.761423,0.01,-0.03,-0.01
35.762505,0.01,-0.02,-0.02
35.765482,-0.02,0.01,-0.00
35.766469,0.00,-0.04,0.01
35.769079,0.00,-0.04,0.01
35.770331,-0.00,0.00,0.00
35.773702,-0.01,0.03,-0.01
35.774484,-0.01,0.01,-0.00
35.777293,-0.00,0.00,-0.01
35.778435,-0.01,0.00,0.00
35.781272,-0.01,-0.02,-0.01
35.782421,0.01,-0.04,0.00
35.785278,-0.00,-0.01,0.01
35.786477,-0.01,0.03,0.01
35.789375,-0.02,0.02,-0.00
35.790550,0.00,-0.01,-0.01
35.793257,-0.01,-0.00,-0.01
35.794437,-0.01,-0.01,0.00
35.797281,0.01,-0.01,0.01
35.798394,-0.02,0.02,0.01
35.801389,-0.00,-0.04,-0.01
35.802522,0.02,-0.04,-0.00
35.805258,-0.02,0.02,0.00
35.806823,-0.01,0.02,-0.00
35.809529,-0.00,0.01,-0.00
35.810569,-0.01,-0.04,0.00
35.813607,0.00,0.01,-0.01
35.814688,-0.02,0.03,0.01
35.817617,-0.01,-0.00,0.00
35.818451,0.01,-0.02,-0.01
35.821351,-0.01,0.00,0.01
35.824560,-0.02,-0.01,0.00
35.825485,0.01,-0.01,0.00
35.826527,-0.01,0.02,0.00
35.829517,-0.01,-0.01,0.00
35.830618,0.00,-0.02,0.00
35.833367,-0.00,0.02,-0.00
35.834445,-0.02,-0.00,0.00
35.837241,0.00,-0.03,0.01
35.838489,-0.01,-0.00,-0.01
35.841900,-0.01,-0.01,0.01
35.842652,0.00,0.03,-0.00
35.845427,-0.02,0.03,-0.00
35.846552,-0.00,-0.05,-0.01
35.849512,-0.00,0.01,-0.00
35.850581,-0.02,0.04,0.00
35.853513,0.00,-0.03,0.01
35.854471,0.01,-0.02,-0.00
35.857446,-0.01,0.01,-0.01
35.858591,-0.01,0.01,-0.01
35.861527,0.02,-0.03,-0.00
35.862669,-0.02,0.03,0.00
35.865505,-0.01,0.04,-0.01
35.866624,-0.00,-0.03,0.01
35.869481,0.00,-0.03,-0.01
35.870497,0.00,0.01,-0.01
35.873631,-0.02,0.00,0.01
35.875116,0.01,-0.04,0.00
35.877481,-0.02,0.02,-0.01
35.878610,-0.01,0.01,-0.00
35.881747,0.00,-0.02,0.00
35.882664,-0.00,0.00,-0.00
35.885416,-0.01,0.03,-0.01
35.886459,-0.01,-0.01,-0.00
35.890156,0.00,-0.04,-0.01
35.890627,-0.00,-0.04,-0.00
35.893618,-0.00,0.01,-0.00
35.894712,-0.01,0.01,0.01
35.897538,0.00,-0.01,-0.01
35.898584,-0.00,-0.01,0.00
35.901607,-0.02,0.03,-0.01
35.902783,-0.00,-0.02,0.01
35.905660,-0.00,-0.04,-0.00
35.906885,-0.01,-0.01,-0.00
35.909760,-0.00,-0.02,-0.00
35.910659,-0.01,0.03,0.01
35.913876,-0.02,0.05,-0.00
35.914640,-0.01,-0.00,-0.00
35.917458,0.00,-0.03,-0.01
35.918682,0.00,-0.01,-0.01
35.921435,-0.01,-0.00,0.01
35.924470,0.01,0.00,-0.01
35.925643,-0.00,0.01,0.00
35.926606,-0.02,-0.00,-0.01
35.929619,0.01,-0.02,-0.01
35.930819,-0.02,0.03,-0.01
35.933545,-0.01,0.01,0.01
35.934657,0.01,-0.04,0.00
35.937540,-0.00,0.00,0.01
35.938651,-0.02,0.03,0.00
35.942047,-0.00,-0.01,-0.00
35.942998,-0.00,-0.00,-0.01
35.945628,-0.01,0.00,-0.02
35.946637,-0.01,-0.01,-0.01
35.949837,-0.01,-0.00,0.00
35.950734,0.00,-0.01,-0.00
35.953730,-0.01,0.02,-0.01
35.954722,-0.01,-0.00,-0.00
35.957617,-0.00,-0.02,-0.01
35.958835,-0.00,-0.00,-0.00
35.961719,-0.00,0.01,0.00
35.962747,-0.00,-0.00,0.01
35.965703,-0.00,0.01,-0.01
35.966693,-0.00,0.01,-0.00
35.969559,-0.01,-0.02,-0.01
35.970658,0.01,-0.02,-0.00
35.973866,-0.00,0.02,-0.00
35.974890,-0.02,0.01,0.00
35.977848,0.00,-0.05,-0.01
35.978732,-0.00,0.01,-0.01
35.981610,-0.02,0.02,-0.00
35.982792,0.00,-0.02,-0.01
35.986203,0.00,-0.01,0.01
35.986628,-0.00,-0.00,-0.00
35.990225,-0.00,0.02,-0.01
35.990766,-0.00,-0.01,0.00
35.993874,-0.00,-0.02,-0.01
35.994960,0.00,-0.01,0.00
35.997686,-0.01,0.03,0.00
35.998683,-0.01,-0.03,-0.01
36.001598,0.01,-0.04,-0.00
36.002741,-0.01,0.02,-0.00
36.005512,-0.01,-0.01,-0.00
36.006781,0.00,-0.01,-0.00
36.009685,-0.01,0.01,-0.01
36.010795,-0.01,0.01,0.00
36.014564,-0.00,-0.01,-0.00
36.014773,0.01,-0.03,-0.01
36.017504,-0.01,-0.02,0.01
36.018748,-0.01,0.03,0.01
36.021609,-0.01,0.02,0.01
36.022933,0.00,-0.04,-0.01
36.025851,-0.01,-0.00,-0.00
36.026760,-0.02,0.04,-0.00
36.029590,0.00,0.01,0.02
36.030800,-0.00,-0.01,-0.01
36.034383,-0.01,-0.02,-0.00
36.034935,-0.01,-0.02,0.00
36.037882,0.01,-0.00,-0.00
36.038839,-0.03,0.05,0.00
36.042224,-0.00,-0.01,0.00
36.043947,0.00,-0.03,-0.01
36.045723,0.01,-0.01,-0.01
36.046955,-0.02,0.03,0.01
36.049649,-0.01,0.02,0.01
