time,gFx,gFy,gFz,TgF
0.809144,0.0821,0.0076,0.9613,0.965
0.810810,0.0772,0.0059,0.9894,0.992
0.813849,0.0318,0.0169,1.0048,1.005
0.814166,0.0344,0.0318,1.0144,1.015
0.817059,0.0765,-0.0225,0.9965,1.000
0.818332,0.0511,-0.0210,1.0073,1.009
0.821719,0.0386,-0.0068,0.9892,0.990
0.822200,0.0899,0.0046,0.9716,0.976
0.827251,0.0647,-0.0027,0.9621,0.964
0.827724,0.1031,-0.0115,0.9643,0.970
0.829450,0.0909,0.0032,1.0046,1.009
0.830522,0.0459,0.0142,0.9924,0.994
0.833401,0.0850,-0.0203,0.9748,0.979
0.834392,0.0594,-0.0056,0.9648,0.967
0.837822,0.0953,0.0064,0.9875,0.992
0.838219,0.0884,0.0071,1.0425,1.046
0.843816,0.0762,-0.0051,1.0178,1.021
0.844258,0.0870,-0.0105,0.9455,0.950
0.845633,0.1309,0.0022,1.0244,1.033
0.846007,0.1209,0.0039,1.0141,1.021
0.849445,0.0882,0.0020,0.9968,1.001
0.850455,0.0774,-0.0127,0.9677,0.971
0.854231,0.1036,0.0098,0.9677,0.973
0.854698,0.1134,0.0076,1.0068,1.013
0.860234,0.1417,-0.0315,1.0136,1.024
0.860834,0.1029,-0.0222,0.9552,0.961
0.861105,0.1483,-0.0220,1.0212,1.032
0.862312,0.1182,-0.0081,1.1265,1.133
0.865278,0.1104,-0.0134,0.9968,1.003
0.866315,0.0713,-0.0249,0.9064,0.910
0.869324,0.1180,-0.0144,0.9372,0.945
0.871022,0.1170,-0.0066,0.9980,1.005
0.873991,0.1273,-0.0017,1.0493,1.057
0.874512,0.1441,-0.0203,1.0351,1.045
0.879545,0.1349,-0.0325,0.9850,0.995
0.879850,0.0662,-0.0046,0.9606,0.963
0.881792,0.0750,0.0142,1.0163,1.019
0.882591,0.1107,-0.0166,1.0280,1.034
0.885473,0.0931,-0.0244,0.9631,0.968
0.886401,0.0809,-0.0127,0.9726,0.976
0.889524,0.1361,-0.0142,0.9968,1.006
0.890589,0.0999,-0.0044,0.9413,0.947
0.893036,0.0757,-0.0034,0.9494,0.952
0.894126,0.0730,-0.0156,0.9704,0.973
0.897314,0.0960,-0.0313,0.9623,0.968
0.898136,0.0606,-0.0249,0.9714,0.974
0.901456,0.0633,-0.0115,0.9811,0.983
0.903650,0.0139,0.0059,0.9521,0.952
0.907183,0.0679,-0.0020,0.9701,0.973
0.907562,0.0877,-0.0242,1.0107,1.015
0.915615,0.0511,0.0017,0.9784,0.980
0.916114,0.0437,-0.0081,0.9350,0.936
0.916314,0.0906,-0.0203,0.9645,0.969
0.916466,0.0340,-0.0173,0.9469,0.948
0.921464,0.0606,-0.0227,0.9701,0.972
0.921792,0.0779,-0.0005,1.0039,1.007
0.921986,0.0327,-0.0105,0.9489,0.950
0.922137,0.0623,0.0024,0.9232,0.925
0.925269,0.0960,-0.0235,0.9692,0.974
0.927656,0.0723,-0.0357,1.1052,1.108
0.929461,0.0955,-0.0239,1.0197,1.024
0.930353,0.0435,-0.0022,0.9179,0.919
0.933507,0.1019,0.0093,0.9345,0.940
0.934244,0.0789,-0.0208,1.0026,1.006
0.937136,0.1182,-0.0029,1.0224,1.029
0.938205,0.0650,-0.0142,1.0002,1.002
0.942239,0.1307,-0.0227,0.9804,0.989
0.942695,0.1248,0.0005,0.9838,0.992
0.945210,0.0579,-0.0032,0.9716,0.973
0.946298,0.0613,-0.0105,0.9235,0.926
0.949499,0.1676,-0.0051,0.9863,1.000
0.950583,0.1224,-0.0100,1.0263,1.034
0.953156,0.0752,0.0093,1.0185,1.021
0.954313,0.1212,-0.0252,0.9643,0.972
0.957460,0.0814,0.0169,0.9694,0.973
0.958398,0.1097,-0.0230,1.0146,1.021
0.961190,0.1297,0.0169,1.0833,1.091
0.962406,0.0562,0.0181,0.9904,0.992
0.965271,0.0923,-0.0002,0.9313,0.936
0.966222,0.1385,-0.0078,0.9242,0.935
0.969360,0.1217,-0.0020,0.9645,0.972
0.970333,0.1200,-0.0020,0.9999,1.007
0.974045,0.1871,-0.0244,1.0256,1.043
0.975562,0.1378,-0.0015,0.9904,1.000
0.977438,0.1329,0.0051,0.9811,0.990
0.978698,0.0838,-0.0239,0.9376,0.942
