time,gFx,gFy,gFz,TgF
0.242640,0.0484,-0.0325,1.0007,1.002
0.245620,0.0435,-0.0335,1.0092,1.011
0.246074,0.0420,-0.0266,1.0065,1.008
0.249206,0.0386,-0.0264,1.0087,1.010
0.251277,0.0391,-0.0310,1.0087,1.010
0.254008,0.0452,-0.0364,0.9997,1.001
0.266576,0.0440,-0.0335,1.0217,1.023
0.267125,0.0474,-0.0349,1.0278,1.029
0.267412,0.0428,-0.0276,1.0124,1.014
0.267660,0.0313,-0.0261,1.0148,1.016
0.267892,0.0354,-0.0259,1.0224,1.023
0.268102,0.0320,-0.0320,1.0305,1.031
0.268324,0.0454,-0.0313,1.0246,1.026
0.270278,0.0410,-0.0274,1.0234,1.025
0.272285,0.0401,-0.0271,1.0236,1.025
0.274128,0.0533,-0.0264,1.0092,1.011
0.276016,0.0537,-0.0330,1.0324,1.034
0.277417,0.0643,-0.0364,1.0486,1.051
0.278152,0.0677,-0.0335,1.0234,1.026
0.281505,0.0552,-0.0325,1.0166,1.019
0.282624,0.0745,-0.0327,1.0239,1.027
0.286195,0.0677,-0.0371,1.0141,1.017
0.286683,0.0704,-0.0398,1.0129,1.016
0.289508,0.0762,-0.0335,1.0109,1.014
0.290587,0.0638,-0.0332,1.0114,1.014
0.293213,0.0672,-0.0349,1.0122,1.015
0.294496,0.0530,-0.0325,1.0021,1.004
0.298276,0.0467,-0.0308,1.0036,1.005
0.298726,0.0489,-0.0281,1.0036,1.005
0.301277,0.0344,-0.0293,1.0014,1.002
0.302613,0.0476,-0.0340,1.0136,1.015
0.306000,0.0489,-0.0330,1.0056,1.007
0.306542,0.0322,-0.0344,1.0087,1.010
0.310064,0.0401,-0.0235,1.0227,1.024
0.310530,0.0279,-0.0249,1.0129,1.014
0.313664,0.0076,-0.0213,0.9968,0.997
0.314119,0.0225,-0.0269,0.9875,0.988
0.317414,0.0156,-0.0371,1.0053,1.006
0.318628,0.0288,-0.0381,1.0170,1.018
0.321386,0.0298,-0.0369,1.0090,1.010
0.322558,0.0257,-0.0325,1.0085,1.009
0.325352,0.0369,-0.0293,1.0112,1.012
0.326569,0.0300,-0.0274,1.0109,1.012
0.329275,0.0281,-0.0320,1.0254,1.026
0.330576,0.0366,-0.0376,1.0178,1.019
0.333512,0.0344,-0.0332,1.0036,1.005
0.335800,0.0430,-0.0325,1.0280,1.029
0.337500,0.0257,-0.0291,1.0075,1.008
0.339352,0.0269,-0.0313,0.9948,0.996
0.341496,0.0511,-0.0286,1.0031,1.005
0.342086,0.0347,-0.0384,1.0232,1.024
0.345543,0.0310,-0.0354,1.0300,1.031
0.346333,0.0542,-0.0366,1.0222,1.024
0.348941,0.0308,-0.0305,1.0239,1.025
0.350314,0.0384,-0.0276,1.0192,1.020
0.352796,0.0266,-0.0291,1.0131,1.014
