time,gFx,gFy,gFz,TgF
0.009187,0.0151,0.0213,0.9660,0.966
0.009664,0.0181,0.0137,0.9662,0.966
0.009958,0.0198,0.0112,0.9665,0.967
0.010216,0.0215,0.0056,0.9679,0.968
0.010431,0.0266,0.0005,0.9716,0.972
0.010674,0.0276,-0.0007,0.9723,0.973
0.010849,0.0344,-0.0039,0.9767,0.977
0.011019,0.0386,-0.0083,0.9846,0.985
0.011192,0.0371,-0.0127,0.9919,0.993
0.011370,0.0359,-0.0149,0.9948,0.996
0.011572,0.0344,-0.0159,1.0024,1.003
0.019573,0.0330,-0.0166,1.0131,1.014
0.020099,0.0335,-0.0173,1.0202,1.021
0.020377,0.0322,-0.0120,1.0312,1.032
0.020646,0.0320,-0.0095,1.0432,1.044
0.020888,0.0327,-0.0071,1.0488,1.049
0.022156,0.0337,-0.0024,1.0598,1.060
0.028910,0.0357,0.0002,1.0706,1.071
0.029420,0.0354,0.0012,1.0786,1.079
0.029716,0.0362,0.0022,1.0833,1.084
0.030127,0.0374,0.0020,1.0884,1.089
0.032205,0.0393,0.0022,1.0933,1.094
0.034332,0.0415,0.0007,1.0947,1.096
0.075295,0.0464,-0.0032,1.0969,1.098
0.075603,0.0508,-0.0046,1.0952,1.096
0.075766,0.0528,-0.0107,1.0903,1.092
0.075898,0.0533,-0.0127,1.0889,1.090
0.076016,0.0503,-0.0161,1.0855,1.087
0.076140,0.0474,-0.0176,1.0803,1.082
0.076271,0.0464,-0.0181,1.0779,1.079
0.076393,0.0415,-0.0200,1.0713,1.072
0.076535,0.0354,-0.0173,1.0627,1.063
0.076657,0.0357,-0.0127,1.0561,1.057
0.076772,0.0337,-0.0100,1.0522,1.053
0.076894,0.0305,-0.0032,1.0449,1.045
0.077006,0.0239,0.0049,1.0388,1.039
0.077103,0.0176,0.0093,1.0351,1.035
0.077199,0.0049,0.0188,1.0288,1.029
0.077305,0.0000,0.0276,1.0219,1.022
0.077404,0.0010,0.0303,1.0173,1.018
0.077502,0.0024,0.0359,1.0090,1.010
0.077602,0.0024,0.0393,1.0017,1.002
0.077703,0.0005,0.0410,0.9919,0.993
0.077802,0.0005,0.0408,0.9868,0.988
0.078494,-0.0002,0.0408,0.9780,0.979
0.086107,-0.0015,0.0393,0.9689,0.970
0.086558,-0.0029,0.0398,0.9648,0.966
0.086870,-0.0061,0.0413,0.9565,0.957
0.087085,-0.0039,0.0384,0.9499,0.951
0.093607,-0.0054,0.0371,0.9425,0.943
0.094109,-0.0056,0.0364,0.9391,0.940
0.094344,-0.0061,0.0335,0.9342,0.935
0.094538,-0.0071,0.0310,0.9303,0.931
0.096384,-0.0056,0.0291,0.9303,0.931
0.107075,-0.0027,0.0288,0.9274,0.928
0.107545,-0.0007,0.0259,0.9293,0.930
0.107918,-0.0032,0.0259,0.9311,0.931
0.108214,-0.0042,0.0264,0.9320,0.932
0.108488,-0.0044,0.0259,0.9354,0.936
0.108742,-0.0051,0.0269,0.9406,0.941
0.111129,-0.0032,0.0274,0.9452,0.946
0.113773,0.0000,0.0261,0.9543,0.955
0.114337,0.0007,0.0269,0.9626,0.963
0.116528,0.0012,0.0279,0.9672,0.968
0.118724,-0.0007,0.0283,0.9775,0.978
0.120422,-0.0012,0.0281,0.9843,0.985
0.122313,0.0024,0.0276,0.9892,0.990
0.124471,0.0034,0.0257,0.9914,0.992
0.126558,0.0064,0.0220,0.9980,0.998
0.128530,0.0081,0.0191,0.9985,0.999
0.130503,0.0078,0.0176,0.9997,1.000
0.132688,0.0078,0.0139,0.9995,1.000
0.137673,0.0071,0.0125,0.9955,0.996
0.138134,0.0071,0.0105,0.9933,0.993
0.138460,0.0056,0.0110,0.9929,0.993
0.140520,0.0049,0.0117,0.9897,0.990
0.142731,0.0049,0.0122,0.9850,0.985
0.146273,0.0054,0.0132,0.9821,0.982
0.146847,0.0073,0.0159,0.9775,0.978
0.148837,0.0076,0.0203,0.9736,0.974
0.150849,0.0093,0.0215,0.9706,0.971
0.152898,0.0103,0.0244,0.9694,0.970
0.154537,0.0129,0.0247,0.9684,0.969
0.156894,0.0181,0.0252,0.9689,0.969
0.158547,0.0186,0.0247,0.9692,0.970
0.160520,0.0208,0.0232,0.9684,0.969
0.162644,0.0210,0.0205,0.9677,0.968
0.164412,0.0213,0.0186,0.9672,0.968
0.166328,0.0259,0.0159,0.9697,0.970
0.170361,0.0305,0.0127,0.9745,0.975
0.171007,0.0337,0.0086,0.9799,0.981
0.172899,0.0344,0.0049,0.9828,0.983
0.174741,0.0325,-0.0024,0.9894,0.990
0.177140,0.0286,-0.0081,0.9985,0.999
0.178529,0.0271,-0.0098,1.0039,1.004
0.180709,0.0261,-0.0112,1.0141,1.015
0.182278,0.0286,-0.0147,1.0217,1.022
0.184546,0.0308,-0.0173,1.0317,1.032
0.186664,0.0303,-0.0188,1.0361,1.037
0.189020,0.0281,-0.0217,1.0454,1.046
0.190795,0.0230,-0.0235,1.0532,1.054
0.192723,0.0213,-0.0249,1.0578,1.058
0.194680,0.0213,-0.0227,1.0644,1.065
0.196616,0.0203,-0.0215,1.0679,1.068
0.198402,0.0198,-0.0200,1.0688,1.069
0.201044,0.0186,-0.0171,1.0674,1.068
0.202775,0.0147,-0.0166,1.0649,1.065
0.204828,0.0127,-0.0173,1.0588,1.059
0.206680,0.0120,-0.0151,1.0544,1.055
0.209409,0.0105,-0.0110,1.0451,1.045
0.211255,0.0093,-0.0059,1.0351,1.035
0.213264,0.0088,-0.0046,1.0302,1.030
0.214767,0.0078,0.0015,1.0202,1.020
0.217347,0.0049,0.0090,1.0126,1.013
0.228908,0.0017,0.0166,1.0017,1.002
0.229520,-0.0020,0.0191,0.9973,0.997
0.229805,-0.0068,0.0244,0.9877,0.988
0.230046,-0.0107,0.0300,0.9797,0.980
0.230270,-0.0132,0.0315,0.9750,0.976
0.230492,-0.0171,0.0344,0.9682,0.969
0.230783,-0.0203,0.0371,0.9638,0.965
0.233767,-0.0220,0.0384,0.9569,0.958
0.236381,-0.0215,0.0393,0.9547,0.956
0.236985,-0.0178,0.0371,0.9506,0.951
0.239329,-0.0154,0.0364,0.9499,0.951
0.245644,-0.0149,0.0366,0.9491,0.950
0.246217,-0.0171,0.0332,0.9472,0.948
0.246653,-0.0203,0.0300,0.9464,0.947
0.246957,-0.0210,0.0291,0.9462,0.947
0.248948,-0.0208,0.0274,0.9477,0.948
0.251428,-0.0195,0.0283,0.9494,0.950
0.253300,-0.0166,0.0293,0.9518,0.952
0.255739,-0.0147,0.0300,0.9528,0.953
0.257374,-0.0112,0.0298,0.9543,0.955
0.259390,-0.0107,0.0293,0.9572,0.958
0.261266,-0.0100,0.0296,0.9587,0.959
0.262649,-0.0100,0.0276,0.9591,0.960
0.265304,-0.0064,0.0271,0.9606,0.961
0.266726,-0.0027,0.0274,0.9635,0.964
0.269449,0.0005,0.0266,0.9638,0.964
0.271281,0.0064,0.0249,0.9643,0.965
0.272908,0.0129,0.0244,0.9640,0.964
0.275224,0.0154,0.0247,0.9638,0.964
0.277025,0.0217,0.0235,0.9621,0.963
0.279146,0.0242,0.0213,0.9618,0.962
0.281760,0.0279,0.0205,0.9609,0.961
0.283463,0.0291,0.0186,0.9594,0.960
0.285994,0.0325,0.0159,0.9555,0.956
0.287409,0.0369,0.0151,0.9538,0.955
0.289095,0.0386,0.0137,0.9545,0.955
0.291205,0.0408,0.0086,0.9511,0.952
0.292783,0.0476,0.0039,0.9467,0.948
0.295654,0.0498,0.0032,0.9457,0.947
0.297251,0.0520,0.0029,0.9423,0.944
0.298750,0.0533,0.0064,0.9396,0.941
0.301019,0.0506,0.0098,0.9389,0.940
0.303076,0.0486,0.0120,0.9389,0.940
0.305246,0.0447,0.0183,0.9376,0.939
0.307303,0.0415,0.0244,0.9386,0.940
0.309435,0.0415,0.0274,0.9384,0.940
0.311105,0.0401,0.0327,0.9372,0.939
0.313123,0.0369,0.0359,0.9379,0.939
0.314925,0.0384,0.0362,0.9396,0.941
0.317589,0.0388,0.0347,0.9408,0.942
0.328142,0.0364,0.0320,0.9425,0.944
0.328798,0.0369,0.0296,0.9416,0.943
0.329115,0.0371,0.0279,0.9406,0.942
0.329376,0.0379,0.0239,0.9430,0.944
0.329624,0.0386,0.0181,0.9438,0.945
0.329850,0.0396,0.0169,0.9440,0.945
0.332269,0.0388,0.0144,0.9435,0.944
0.333869,0.0384,0.0154,0.9440,0.945
0.336046,0.0371,0.0173,0.9455,0.946
0.338371,0.0381,0.0183,0.9455,0.946
0.338955,0.0406,0.0222,0.9460,0.947
0.343798,0.0379,0.0222,0.9477,0.949
0.344404,0.0376,0.0237,0.9491,0.950
0.346019,0.0371,0.0252,0.9511,0.952
0.347111,0.0366,0.0281,0.9516,0.953
0.349168,0.0327,0.0271,0.9545,0.955
0.353270,0.0308,0.0269,0.9560,0.957
0.354004,0.0259,0.0279,0.9599,0.961
0.355339,0.0237,0.0274,0.9631,0.964
0.357412,0.0220,0.0266,0.9655,0.966
0.359813,0.0195,0.0252,0.9697,0.970
0.361145,0.0176,0.0244,0.9748,0.975
0.363845,0.0169,0.0235,0.9780,0.978
0.364769,0.0154,0.0220,0.9799,0.980
0.366853,0.0093,0.0186,0.9833,0.984
0.369293,0.0051,0.0166,0.9902,0.990
0.371353,0.0037,0.0169,0.9924,0.993
0.373371,-0.0024,0.0144,0.9958,0.996
0.375280,-0.0078,0.0110,0.9975,0.998
0.377157,-0.0081,0.0095,0.9965,0.997
0.379220,-0.0083,0.0090,0.9963,0.996
0.381977,-0.0086,0.0083,0.9953,0.995
0.383729,-0.0088,0.0083,0.9933,0.993
0.385992,-0.0086,0.0076,0.9924,0.992
0.388567,-0.0086,0.0095,0.9894,0.990
0.389093,-0.0095,0.0137,0.9846,0.985
0.391874,-0.0107,0.0156,0.9809,0.981
0.393253,-0.0081,0.0198,0.9765,0.977
0.395547,-0.0073,0.0257,0.9711,0.971
0.397154,-0.0061,0.0303,0.9682,0.969
0.399946,-0.0051,0.0315,0.9660,0.967
0.401469,-0.0056,0.0349,0.9635,0.964
0.403293,-0.0081,0.0354,0.9601,0.961
0.405386,-0.0103,0.0369,0.9589,0.960
0.407270,-0.0129,0.0386,0.9609,0.962
0.409738,-0.0071,0.0386,0.9599,0.961
0.411728,0.0000,0.0388,0.9621,0.963
0.413301,0.0046,0.0384,0.9640,0.965
0.415278,0.0105,0.0354,0.9675,0.968
0.417161,0.0120,0.0322,0.9721,0.973
0.422438,0.0115,0.0313,0.9758,0.976
0.423247,0.0120,0.0303,0.9850,0.986
0.423618,0.0159,0.0264,0.9919,0.992
0.425658,0.0169,0.0239,0.9963,0.997
0.427976,0.0173,0.0178,1.0046,1.005
0.429182,0.0208,0.0149,1.0119,1.012
0.432096,0.0261,0.0115,1.0168,1.017
0.433495,0.0269,0.0068,1.0192,1.020
0.435931,0.0279,0.0020,1.0227,1.023
0.437249,0.0264,-0.0015,1.0261,1.026
0.439725,0.0252,-0.0034,1.0271,1.027
0.441458,0.0237,-0.0042,1.0256,1.026
0.443597,0.0230,-0.0054,1.0251,1.025
0.445388,0.0237,-0.0034,1.0210,1.021
0.448061,0.0239,-0.0037,1.0185,1.019
0.449943,0.0230,-0.0073,1.0119,1.012
0.452759,0.0222,-0.0066,1.0031,1.003
0.453502,0.0225,-0.0059,0.9992,0.999
0.455779,0.0227,-0.0044,0.9890,0.989
0.457582,0.0247,-0.0015,0.9802,0.980
0.459893,0.0279,0.0010,0.9755,0.976
0.461982,0.0286,0.0061,0.9657,0.966
0.463654,0.0269,0.0115,0.9577,0.958
0.465220,0.0235,0.0186,0.9484,0.949
0.467784,0.0252,0.0222,0.9438,0.944
0.469863,0.0305,0.0286,0.9367,0.938
0.471924,0.0386,0.0313,0.9301,0.931
0.473423,0.0420,0.0318,0.9274,0.929
0.475331,0.0472,0.0286,0.9215,0.923
0.477305,0.0493,0.0237,0.9196,0.921
0.479468,0.0476,0.0176,0.9154,0.917
0.482135,0.0462,0.0156,0.9137,0.915
0.484046,0.0445,0.0132,0.9164,0.918
0.486072,0.0474,0.0151,0.9193,0.921
0.488234,0.0489,0.0166,0.9208,0.922
0.489565,0.0503,0.0188,0.9284,0.930
0.491713,0.0474,0.0217,0.9374,0.939
0.493195,0.0452,0.0232,0.9482,0.950
0.495889,0.0447,0.0232,0.9538,0.955
0.497351,0.0450,0.0242,0.9653,0.967
0.499685,0.0486,0.0247,0.9806,0.982
0.502490,0.0496,0.0244,0.9880,0.990
0.503822,0.0523,0.0210,1.0056,1.007
0.505309,0.0537,0.0144,1.0219,1.023
0.507834,0.0552,0.0100,1.0295,1.031
0.509446,0.0574,0.0005,1.0447,1.046
0.511628,0.0623,-0.0039,1.0598,1.062
0.513347,0.0665,-0.0098,1.0723,1.074
0.515585,0.0669,-0.0122,1.0774,1.080
0.518172,0.0643,-0.0181,1.0889,1.091
0.520241,0.0581,-0.0222,1.0967,1.098
0.523012,0.0577,-0.0232,1.1008,1.103
0.525399,0.0589,-0.0217,1.1033,1.105
0.526036,0.0645,-0.0193,1.1040,1.106
0.527950,0.0682,-0.0151,1.1026,1.105
0.530359,0.0679,-0.0127,1.1016,1.104
0.533581,0.0706,-0.0112,1.0935,1.096
0.534268,0.0718,-0.0066,1.0881,1.091
0.542304,0.0718,-0.0042,1.0847,1.087
0.543432,0.0738,-0.0012,1.0764,1.079
0.544021,0.0735,0.0032,1.0686,1.071
0.544527,0.0677,0.0027,1.0588,1.061
0.544931,0.0640,0.0012,1.0544,1.056
0.545698,0.0574,-0.0015,1.0456,1.047
0.548743,0.0540,-0.0032,1.0388,1.040
0.549368,0.0540,-0.0037,1.0351,1.037
0.569749,0.0564,-0.0020,1.0293,1.031
0.570990,0.0569,-0.0029,1.0266,1.028
0.571529,0.0555,-0.0024,1.0254,1.027
0.572051,0.0484,0.0020,1.0246,1.026
0.572502,0.0381,0.0081,1.0256,1.026
0.572980,0.0327,0.0173,1.0273,1.028
0.573336,0.0337,0.0203,1.0293,1.030
0.573697,0.0352,0.0259,1.0351,1.036
0.574078,0.0393,0.0276,1.0417,1.043
0.574401,0.0403,0.0261,1.0439,1.045
0.574863,0.0406,0.0210,1.0505,1.052
0.575210,0.0413,0.0171,1.0583,1.059
0.576290,0.0401,0.0100,1.0657,1.066
0.578203,0.0379,0.0056,1.0693,1.070
0.580180,0.0376,-0.0015,1.0742,1.075
0.582460,0.0386,-0.0103,1.0801,1.081
0.584128,0.0398,-0.0147,1.0825,1.083
0.588375,0.0374,-0.0222,1.0872,1.088
0.589437,0.0298,-0.0305,1.0903,1.091
0.590067,0.0193,-0.0344,1.0903,1.091
0.593409,0.0139,-0.0369,1.0908,1.092
0.594090,0.0046,-0.0349,1.0920,1.093
0.596891,-0.0002,-0.0288,1.0899,1.090
0.599089,-0.0020,-0.0254,1.0869,1.087
0.600366,-0.0051,-0.0159,1.0798,1.080
0.603465,-0.0073,-0.0088,1.0715,1.072
0.604516,-0.0073,-0.0056,1.0662,1.066
0.606268,-0.0122,0.0015,1.0547,1.055
0.608847,-0.0098,0.0088,1.0415,1.042
0.610174,-0.0081,0.0164,1.0261,1.026
0.612731,-0.0066,0.0191,1.0180,1.018
0.613803,-0.0049,0.0217,1.0017,1.002
0.617161,-0.0103,0.0225,0.9819,0.982
0.617839,-0.0112,0.0230,0.9733,0.974
0.620560,-0.0105,0.0239,0.9555,0.956
0.622073,-0.0068,0.0249,0.9406,0.941
0.624904,-0.0039,0.0249,0.9274,0.928
0.627041,-0.0044,0.0237,0.9205,0.921
0.627686,-0.0095,0.0217,0.9074,0.908
0.630978,-0.0142,0.0183,0.8983,0.899
0.633404,-0.0142,0.0178,0.8946,0.895
0.634016,-0.0115,0.0144,0.8888,0.889
0.642391,-0.0037,0.0122,0.8844,0.884
0.643762,0.0002,0.0107,0.8837,0.884
0.644307,-0.0005,0.0103,0.8844,0.884
0.644778,-0.0032,0.0115,0.8866,0.887
0.645229,-0.0005,0.0159,0.8951,0.895
0.645951,0.0027,0.0200,0.8995,0.900
0.648492,0.0129,0.0269,0.9113,0.912
0.650677,0.0239,0.0310,0.9281,0.929
0.662922,0.0305,0.0313,0.9369,0.938
0.663993,0.0410,0.0281,0.9526,0.954
0.664500,0.0454,0.0249,0.9716,0.973
0.664940,0.0467,0.0208,0.9912,0.992
0.665338,0.0474,0.0186,1.0014,1.003
0.665681,0.0550,0.0156,1.0244,1.026
0.666008,0.0616,0.0093,1.0444,1.046
0.666371,0.0623,0.0056,1.0539,1.056
0.670917,0.0643,0.0010,1.0742,1.076
0.671820,0.0667,-0.0046,1.0911,1.093
0.672210,0.0679,-0.0095,1.1060,1.108
0.674286,0.0687,-0.0115,1.1126,1.115
0.676598,0.0674,-0.0164,1.1221,1.124
0.678993,0.0643,-0.0156,1.1282,1.130
0.680283,0.0623,-0.0166,1.1304,1.132
0.681857,0.0621,-0.0166,1.1304,1.132
0.684890,0.0603,-0.0166,1.1306,1.132
0.687477,0.0623,-0.0166,1.1282,1.130
0.688469,0.0708,-0.0147,1.1223,1.125
0.691587,0.0745,-0.0132,1.1153,1.118
0.693150,0.0740,-0.0107,1.1057,1.108
0.694208,0.0730,-0.0086,1.1008,1.103
0.696462,0.0689,-0.0042,1.0884,1.091
0.698521,0.0608,0.0007,1.0759,1.078
0.701905,0.0572,0.0046,1.0710,1.073
0.702735,0.0506,0.0107,1.0593,1.061
0.705256,0.0420,0.0173,1.0478,1.049
0.706310,0.0386,0.0191,1.0346,1.036
0.708293,0.0379,0.0195,1.0290,1.030
0.709948,0.0332,0.0205,1.0212,1.022
0.712421,0.0318,0.0186,1.0117,1.012
0.714198,0.0308,0.0181,1.0078,1.008
0.717363,0.0293,0.0154,1.0034,1.004
0.720134,0.0242,0.0151,0.9982,0.999
0.721156,0.0188,0.0154,0.9963,0.997
0.722439,0.0169,0.0120,0.9951,0.995
0.725642,0.0115,0.0081,0.9938,0.994
0.726242,0.0051,0.0046,0.9948,0.995
0.729719,0.0032,0.0029,0.9955,0.996
0.730355,0.0020,0.0000,0.9982,0.998
0.732692,0.0027,-0.0034,1.0014,1.001
0.741232,0.0012,-0.0051,1.0034,1.003
0.742258,-0.0039,-0.0086,1.0078,1.008
0.742936,-0.0103,-0.0093,1.0126,1.013
0.743427,-0.0159,-0.0093,1.0180,1.018
0.743837,-0.0169,-0.0073,1.0210,1.021
0.744230,-0.0173,-0.0064,1.0212,1.021
0.746181,-0.0154,-0.0042,1.0224,1.023
0.749160,-0.0161,-0.0012,1.0239,1.024
0.750025,-0.0220,0.0037,1.0227,1.023
0.752645,-0.0293,0.0093,1.0180,1.018
0.762501,-0.0322,0.0144,1.0126,1.013
0.763605,-0.0335,0.0169,1.0090,1.010
0.764166,-0.0347,0.0213,1.0031,1.004
0.764583,-0.0354,0.0257,0.9933,0.994
0.764993,-0.0342,0.0271,0.9887,0.990
0.765332,-0.0327,0.0279,0.9806,0.982
0.766891,-0.0359,0.0271,0.9699,0.971
0.770096,-0.0384,0.0274,0.9640,0.965
0.771115,-0.0376,0.0286,0.9557,0.957
0.773257,-0.0391,0.0288,0.9452,0.946
0.774260,-0.0423,0.0279,0.9359,0.937
0.777617,-0.0447,0.0286,0.9313,0.933
0.778319,-0.0506,0.0296,0.9245,0.926
0.780924,-0.0489,0.0291,0.9152,0.917
0.782271,-0.0476,0.0300,0.9098,0.912
0.786908,-0.0420,0.0315,0.8995,0.901
0.787959,-0.0366,0.0342,0.8920,0.893
0.789541,-0.0293,0.0371,0.8844,0.886
0.790100,-0.0261,0.0386,0.8817,0.883
0.792738,-0.0200,0.0442,0.8766,0.878
0.794545,-0.0147,0.0445,0.8710,0.872
0.796231,-0.0127,0.0442,0.8697,0.871
0.798282,-0.0061,0.0459,0.8661,0.867
0.800750,0.0015,0.0474,0.8634,0.865
0.803666,0.0100,0.0472,0.8651,0.866
0.804782,0.0137,0.0430,0.8666,0.868
0.808353,0.0188,0.0374,0.8661,0.867
0.809224,0.0230,0.0325,0.8692,0.870
0.811098,0.0249,0.0298,0.8724,0.873
0.812178,0.0264,0.0249,0.8795,0.880
0.814504,0.0300,0.0198,0.8900,0.891
0.817082,0.0320,0.0161,0.8954,0.896
0.818569,0.0347,0.0100,0.9086,0.909
0.820890,0.0398,0.0068,0.9225,0.923
0.823088,0.0415,0.0049,0.9374,0.938
0.824793,0.0437,0.0032,0.9452,0.946
0.826946,0.0454,-0.0005,0.9604,0.961
0.828988,0.0457,-0.0051,0.9731,0.974
0.831920,0.0442,-0.0064,0.9794,0.980
0.834386,0.0428,-0.0068,0.9919,0.993
0.835217,0.0481,-0.0078,1.0017,1.003
0.845825,0.0515,-0.0066,1.0119,1.013
0.846995,0.0520,-0.0061,1.0158,1.017
0.847535,0.0518,-0.0027,1.0185,1.020
0.847996,0.0506,0.0032,1.0200,1.021
0.848443,0.0481,0.0064,1.0207,1.022
0.848794,0.0445,0.0122,1.0175,1.019
0.849155,0.0440,0.0195,1.0114,1.013
0.850296,0.0425,0.0225,1.0051,1.006
0.875622,0.0408,0.0269,1.0014,1.003
0.876615,0.0386,0.0305,0.9941,0.995
0.877016,0.0340,0.0310,0.9828,0.984
0.877401,0.0310,0.0320,0.9765,0.978
0.877766,0.0244,0.0347,0.9704,0.971
0.878090,0.0235,0.0359,0.9613,0.962
0.878429,0.0213,0.0347,0.9579,0.959
0.878898,0.0186,0.0327,0.9526,0.953
0.879320,0.0171,0.0313,0.9479,0.949
0.879673,0.0144,0.0281,0.9450,0.946
0.880008,0.0115,0.0279,0.9442,0.945
0.880350,0.0068,0.0254,0.9450,0.945
0.880654,0.0000,0.0235,0.9438,0.944
0.880924,-0.0020,0.0230,0.9455,0.946
0.881249,-0.0049,0.0237,0.9504,0.951
0.882894,-0.0090,0.0239,0.9552,0.956
0.886669,-0.0144,0.0259,0.9587,0.959
0.887644,-0.0181,0.0269,0.9604,0.961
0.889887,-0.0205,0.0291,0.9623,0.963
0.890534,-0.0227,0.0303,0.9670,0.968
0.893261,-0.0230,0.0303,0.9689,0.970
0.894924,-0.0279,0.0271,0.9721,0.973
0.898222,-0.0318,0.0276,0.9726,0.973
0.898971,-0.0325,0.0271,0.9726,0.974
0.901450,-0.0322,0.0252,0.9704,0.971
0.903876,-0.0330,0.0217,0.9679,0.969
0.904893,-0.0327,0.0191,0.9655,0.966
0.906701,-0.0327,0.0176,0.9635,0.964
0.909153,-0.0325,0.0159,0.9594,0.960
0.910804,-0.0332,0.0164,0.9543,0.955
0.912947,-0.0359,0.0159,0.9516,0.952
0.914524,-0.0401,0.0171,0.9477,0.949
0.916526,-0.0459,0.0210,0.9435,0.945
0.919725,-0.0484,0.0252,0.9369,0.938
0.920400,-0.0493,0.0259,0.9335,0.935
0.923522,-0.0506,0.0283,0.9269,0.929
0.925247,-0.0501,0.0327,0.9210,0.923
0.926902,-0.0491,0.0362,0.9188,0.921
0.928751,-0.0472,0.0428,0.9127,0.915
0.930646,-0.0489,0.0491,0.9069,0.910
0.933576,-0.0518,0.0523,0.9025,0.905
0.934473,-0.0520,0.0589,0.9008,0.904
0.941553,-0.0481,0.0611,0.8961,0.899
0.942489,-0.0403,0.0606,0.8920,0.895
0.943098,-0.0379,0.0603,0.8895,0.892
0.943507,-0.0308,0.0586,0.8854,0.888
0.945527,-0.0281,0.0552,0.8844,0.887
0.946765,-0.0254,0.0520,0.8834,0.885
0.949221,-0.0237,0.0503,0.8834,0.885
0.950649,-0.0213,0.0464,0.8834,0.885
0.965436,-0.0132,0.0440,0.8856,0.887
0.966426,-0.0083,0.0432,0.8890,0.890
0.967062,-0.0010,0.0435,0.8937,0.895
0.967559,0.0007,0.0437,0.8978,0.899
0.967984,0.0005,0.0423,0.9012,0.902
0.968388,-0.0002,0.0398,0.9078,0.909
0.968778,0.0017,0.0362,0.9166,0.917
0.969149,0.0071,0.0359,0.9235,0.924
0.969540,0.0093,0.0344,0.9296,0.930
0.972495,0.0164,0.0337,0.9396,0.940
0.973512,0.0227,0.0308,0.9489,0.950
0.974907,0.0254,0.0286,0.9540,0.955
0.977113,0.0296,0.0235,0.9645,0.965
0.979135,0.0337,0.0188,0.9728,0.974
0.981063,0.0396,0.0169,0.9765,0.977
0.983418,0.0425,0.0132,0.9838,0.985
0.988840,0.0467,0.0103,0.9902,0.991
0.989857,0.0491,0.0064,0.9953,0.997
0.990372,0.0501,0.0037,0.9965,0.998
0.990934,0.0493,0.0002,0.9990,1.000
0.993652,0.0484,-0.0024,0.9960,0.997
0.995374,0.0489,-0.0034,0.9946,0.996
0.997004,0.0484,-0.0044,0.9916,0.993
0.998901,0.0481,-0.0042,0.9870,0.988
1.002180,0.0493,-0.0032,0.9814,0.983
1.002961,0.0484,-0.0012,0.9777,0.979
1.005319,0.0423,0.0037,0.9701,0.971
1.006492,0.0359,0.0095,0.9601,0.961
1.009840,0.0332,0.0129,0.9569,0.958
1.011443,0.0286,0.0191,0.9496,0.950
1.014072,0.0237,0.0264,0.9406,0.941
1.014736,0.0203,0.0298,0.9308,0.932
1.017747,0.0188,0.0344,0.9276,0.928
1.023052,0.0193,0.0357,0.9213,0.922
1.023739,0.0166,0.0371,0.9152,0.916
1.024861,0.0164,0.0374,0.9127,0.914
1.025320,0.0149,0.0384,0.9081,0.909
1.026792,0.0093,0.0398,0.9037,0.905
1.029743,0.0064,0.0391,0.9020,0.903
1.030719,0.0034,0.0418,0.8986,0.900
1.033353,0.0049,0.0425,0.8995,0.901
1.041368,0.0081,0.0423,0.9008,0.902
1.042392,0.0073,0.0415,0.9017,0.903
1.043062,0.0066,0.0423,0.9052,0.906
1.043635,0.0037,0.0413,0.9105,0.911
1.044040,0.0017,0.0408,0.9142,0.915
1.045161,0.0015,0.0406,0.9227,0.924
1.046833,-0.0010,0.0418,0.9340,0.935
1.049478,-0.0020,0.0445,0.9460,0.947
1.062073,-0.0020,0.0447,0.9530,0.954
1.063293,-0.0044,0.0423,0.9667,0.968
1.063858,-0.0061,0.0388,0.9811,0.982
1.064344,-0.0061,0.0384,0.9875,0.988
1.064781,-0.0049,0.0374,1.0002,1.001
1.065195,-0.0027,0.0354,1.0129,1.014
1.065638,-0.0027,0.0352,1.0197,1.020
1.065990,-0.0037,0.0337,1.0302,1.031
1.067578,-0.0066,0.0318,1.0373,1.038
1.069845,-0.0073,0.0320,1.0429,1.043
1.070963,-0.0071,0.0320,1.0442,1.045
1.074559,-0.0051,0.0320,1.0451,1.046
1.075317,-0.0022,0.0332,1.0466,1.047
1.077376,-0.0012,0.0322,1.0459,1.046
1.079397,-0.0010,0.0332,1.0415,1.042
1.081023,-0.0010,0.0352,1.0322,1.033
1.082799,0.0012,0.0364,1.0251,1.026
1.086786,0.0034,0.0371,1.0200,1.021
1.087813,0.0093,0.0393,1.0117,1.012
1.088971,0.0115,0.0423,1.0004,1.001
1.092043,0.0125,0.0442,0.9951,0.996
1.093433,0.0147,0.0484,0.9848,0.986
1.095559,0.0156,0.0518,0.9758,0.977
1.097575,0.0191,0.0574,0.9675,0.969
1.100541,0.0215,0.0606,0.9616,0.964
1.103340,0.0254,0.0643,0.9565,0.959
1.104415,0.0283,0.0655,0.9516,0.954
1.104966,0.0310,0.0667,0.9501,0.953
1.107446,0.0354,0.0691,0.9491,0.952
1.109602,0.0354,0.0713,0.9496,0.953
1.111652,0.0376,0.0704,0.9506,0.954
1.114065,0.0388,0.0687,0.9543,0.958
1.114766,0.0410,0.0669,0.9604,0.964
1.116769,0.0469,0.0635,0.9665,0.970
1.119541,0.0518,0.0608,0.9699,0.973
1.121509,0.0594,0.0562,0.9797,0.983
1.123219,0.0647,0.0501,0.9894,0.993
1.125537,0.0660,0.0469,0.9953,0.999
1.127031,0.0687,0.0393,1.0053,1.008
1.129527,0.0694,0.0327,1.0170,1.020
1.131528,0.0708,0.0269,1.0276,1.030
