time,gFx,gFy,gFz,TgF
0.554305,-0.0694,0.0122,0.9174,0.920
0.555467,-0.0611,0.0315,1.0185,1.021
0.558699,-0.1058,0.0183,1.1443,1.149
0.559471,-0.1634,0.0205,0.8910,0.906
0.562886,-0.1419,0.0112,0.8758,0.887
0.563492,-0.0391,0.0496,1.0403,1.042
0.569366,-0.0789,0.0999,1.0087,1.017
0.569978,0.1058,0.2472,0.9000,0.939
0.570464,0.1608,0.2321,0.8905,0.934
0.571267,0.0467,-0.0107,0.9384,0.940
0.575992,0.0577,-0.0904,1.1052,1.110
0.577038,0.1251,-0.0730,1.2064,1.215
0.580190,0.1441,-0.0249,1.1609,1.170
0.580860,0.0755,0.0623,0.9398,0.945
0.584091,0.1495,0.0650,1.0356,1.048
0.584786,0.1825,0.0630,1.1026,1.119
0.587046,0.1510,0.0442,0.9963,1.009
0.587589,0.1292,0.0232,1.0872,1.095
0.592927,0.1261,0.0134,1.1272,1.134
0.594015,0.0647,0.0178,1.0070,1.009
0.595011,0.0095,0.0169,1.0266,1.027
0.595590,-0.0745,0.0296,1.0930,1.096
0.598677,-0.0989,0.0894,1.0913,1.099
0.599473,-0.0381,0.0195,1.0034,1.004
0.602235,-0.0406,0.0283,0.9042,0.906
0.603341,-0.0344,0.0577,0.9748,0.977
0.608507,-0.0467,0.0247,1.1824,1.184
0.609188,-0.0037,0.0249,0.9745,0.975
0.611937,-0.0550,0.0107,0.8773,0.879
0.612937,-0.1009,0.0472,1.0771,1.083
0.614561,-0.1124,0.0281,1.1006,1.107
0.615361,-0.0838,0.0418,0.9826,0.987
0.619331,-0.1038,0.0007,1.0285,1.034
0.619982,-0.0357,0.0274,1.0630,1.064
0.623068,-0.0567,0.0555,1.0004,1.004
0.623553,-0.0730,0.0481,1.0134,1.017
0.626665,-0.0445,0.0454,0.9924,0.994
0.627352,-0.0132,0.0100,0.9545,0.955
0.631424,-0.0137,0.0090,1.0024,1.003
0.631967,-0.0034,0.0242,1.0862,1.086
0.635639,0.0445,0.0095,1.0740,1.075
0.636349,-0.0613,0.0489,0.9508,0.954
0.639975,-0.0447,0.0611,0.9054,0.909
0.640733,0.0088,0.0794,0.9938,0.997
0.648684,-0.0418,-0.0010,1.0371,1.038
0.649680,0.0112,0.0005,0.9963,0.996
0.650125,0.0977,-0.0015,1.0124,1.017
0.650522,0.0159,0.0584,1.0725,1.074
0.651008,0.0005,0.0459,0.9318,0.933
0.651421,0.0095,0.0508,0.8732,0.875
0.655629,0.0125,0.0352,1.0188,1.019
0.656195,0.0452,0.0169,1.1409,1.142
0.674147,0.0682,-0.0112,1.0376,1.040
0.675466,0.0630,0.0428,0.9083,0.912
0.676024,0.0129,0.0242,1.0486,1.049
0.676532,0.0276,0.0322,1.0302,1.031
0.677010,0.0007,0.0274,0.9508,0.951
0.677426,-0.0120,0.0002,0.9982,0.998
0.677828,0.0137,0.0442,1.0053,1.006
0.678252,-0.0542,0.0423,1.0056,1.008
0.678680,-0.0122,0.0354,0.9897,0.990
0.679198,-0.0413,0.0083,0.8487,0.850
0.679602,-0.0337,0.0486,0.8922,0.894
0.680010,-0.0525,0.0083,1.1087,1.110
0.683131,0.0017,0.0088,1.0256,1.026
0.684701,-0.0572,0.0537,0.8966,0.900
0.686603,-0.0987,0.0569,0.9579,0.965
0.687243,-0.0408,0.0423,1.0276,1.029
0.690799,-0.0882,0.0550,0.9596,0.965
0.691586,-0.0445,0.0310,0.9604,0.962
0.696036,-0.0249,-0.0071,0.9926,0.993
0.697265,0.0012,0.0264,1.0415,1.042
0.699563,-0.0352,0.0283,1.0674,1.068
0.700361,-0.0237,0.0713,1.0261,1.029
0.703229,-0.0931,0.0515,0.8707,0.877
0.704090,-0.0828,0.0528,0.9367,0.942
0.707913,-0.0342,0.0337,1.0459,1.047
0.708627,-0.0071,0.0044,1.0840,1.084
0.711483,-0.0897,0.0264,0.8389,0.844
0.712759,-0.0760,0.0677,0.8773,0.883
0.716121,-0.0618,0.0186,1.0767,1.079
0.716862,-0.0745,0.0545,0.9494,0.954
0.718932,-0.0276,0.0271,0.9330,0.934
0.719538,-0.0354,0.0313,0.9638,0.965
0.723255,-0.0403,0.0398,0.8675,0.869
0.723976,-0.0513,0.0237,0.9921,0.994
0.727543,-0.0743,0.0257,1.0908,1.094
0.728357,0.0313,0.0347,1.0346,1.036
0.734192,-0.0955,0.0662,0.8878,0.895
0.735046,-0.1212,0.0638,0.9066,0.917
0.735631,-0.0564,0.0335,0.9868,0.989
0.736048,0.0374,0.0000,0.9311,0.932
0.740360,-0.0090,0.0044,0.9579,0.958
0.741083,-0.0423,0.0508,1.0021,1.004
0.749053,0.0020,0.0391,0.9606,0.961
0.750182,0.0007,0.0630,0.9254,0.928
0.750728,-0.0484,0.0371,0.9806,0.983
0.751360,-0.0120,0.0318,1.0749,1.075
0.751826,-0.0376,0.0423,0.9267,0.928
0.752234,0.0024,0.0137,0.9460,0.946
0.755312,0.0242,0.0195,0.9711,0.972
0.755999,0.0081,0.0569,0.9772,0.979
0.770116,-0.0264,0.0147,1.0329,1.033
0.771096,-0.0208,0.0261,0.9958,0.996
0.771603,-0.0242,0.0332,0.8607,0.862
0.772032,-0.0095,0.0555,0.9335,0.935
0.772433,-0.0147,0.0215,0.9391,0.939
0.772821,0.0271,0.0117,0.8944,0.895
0.773210,-0.0022,0.0059,0.9916,0.992
0.773615,-0.0073,0.0137,1.0815,1.082
0.779001,-0.0271,0.0489,0.9926,0.994
0.780111,-0.0696,0.0540,0.9325,0.937
0.780607,-0.0569,0.0332,1.0124,1.015
0.781075,0.0078,0.0332,0.9755,0.976
0.783309,-0.0440,0.0178,0.9276,0.929
0.783954,0.0010,0.0540,1.0322,1.034
0.787595,-0.0061,0.0017,1.0017,1.002
0.788237,-0.0318,0.0315,0.9921,0.993
0.791786,-0.0965,0.0340,0.9474,0.953
0.792390,0.0049,0.0650,0.9931,0.995
0.796098,-0.0037,0.0347,0.9929,0.993
0.797039,-0.0376,0.0176,0.9926,0.993
0.799863,-0.0310,0.0064,0.9875,0.988
0.800487,0.0330,0.0454,0.9506,0.952
0.803974,-0.0112,0.0269,0.9169,0.917
0.804554,-0.0584,0.0728,0.9594,0.964
